doi,title,publication_year,venue,is_open_access,llm_relevance,llm_variant,llm_approach,llm_metaheuristics,llm_is_hybrid,llm_how_solved
10.3390/s19235164,Traffic Patrolling Routing Problem with Drones in an Urban Road System,2019,Sensors,True,Variante de CARP,Otra variante,No especificado,,False,Problema de ruteo de patrullaje de tráfico con drones cooperando con vehículos en sistema vial urbano.
10.20944/preprints201902.0072.v1,Two-Layer Routing for High-Voltage Powerline Inspection by Cooperated Ground Vehicle and Drone,2019,Preprints.org,True,Variante de CARP,Otra variante,Heurística constructiva,,False,Heurísticas constructivas (cluster-first/route-first) con búsqueda local para el two-layer point-arc routing de inspección de líneas.
10.1145/3319619.3321917,A genetic algorithm for multi-robot routing in automated bridge inspection,2019,Proceedings of the Genetic and Evolutionary Computation Conference Companion,True,Arc routing relacionado,Min-max / Balanceado,Metaheurística,Algoritmo genético,False,Algoritmo genético para el min-max k windy Chinese Postman de inspección multi-robot de puentes.
10.20396/revpibic262018680,Problema de roteamento em arcos dominante,2019,Revista dos Trabalhos de Iniciação Científica da UNICAMP,True,Variante de CARP,Otra variante,Heurística constructiva,,False,Metodologías heurísticas para el nuevo Dominating Arc Routing Problem (DARP).
10.3390/su10051366,A Hybrid Genetic Algorithm for Multi-Trip Green Capacitated Arc Routing Problem in the Scope of Urban Services,2018,Sustainability,True,Variante de CARP,Green / Eléctrico,Híbrido / Matheurística,Algoritmo genético,True,Algoritmo genético híbrido para el multi-trip green CARP minimizando costo y emisiones de gases de efecto invernadero.
10.1145/3205651.3205661,Genetic programming hyper-heuristic for multi-vehicle uncertain capacitated arc routing problem,2018,Proceedings of the Genetic and Evolutionary Computation Conference Companion,False,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Hiper-heurística de programación genética con meta-algoritmo para múltiples vehículos simultáneos en UCARP.
10.1080/01605682.2017.1415648,A fast heuristic for large-scale capacitated arc routing problems,2018,Journal of the Operational Research Society,True,Variante de CARP,Large-scale,Heurística constructiva,,False,"Heurística rápida FastCARP (tour gigante, distritos, fusión/división) para CARP a gran escala de recolección de residuos."
10.1177/0734242x18801186,A multi-compartment capacitated arc routing problem with intermediate facilities for solid waste collection using hybrid adaptive large neighborhood search and whale algorithm,2018,Waste Management & Research The Journal for a Sustainable Circular Economy,True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Híbrido / Matheurística,ALNS; Whale Optimization Algorithm,True,Híbrido de ALNS y algoritmo de ballenas para el CARP multi-compartimento con instalaciones intermedias (MCCARPIF).
10.1109/tla.2018.8795136,A Mathematical Model for the Periodic Capacitated Arc Routing Problem with Time Windows,2018,IEEE Latin America Transactions,False,Variante de CARP,Con ventanas de tiempo (CARPTW),Híbrido / Matheurística,,True,Modelo matemático y algoritmo híbrido para el PCARP con ventanas de tiempo (no direccional).
10.1109/coase.2018.8560443,Forest-based Tabu Search to the Split-delivery Capacitated Arc-routing Problem,2018,,False,Variante de CARP,Split-delivery,Metaheurística,Búsqueda tabú,False,Búsqueda tabú basada en bosques con operadores de vecindario para el split-delivery CARP (SDCARP).
10.1051/ro/2018087,Efficient algorithms under dynamic graphs to solve the Capacitated Arc Routing Problem with feasible sparse graph,2018,RAIRO - Operations Research,True,Variante de CARP,CARP clásico,Metaheurística,Búsqueda tabú,False,"Heurística constructiva, procedimiento aleatorizado y búsqueda tabú (grafo disperso dinámico) para el sparse CARP vía transformación a CVRP."
10.17771/pucrio.dimcc.24092,IMPROVED BOUNDS FOR LARGE SCALE CAPACITATED ARC ROUTING PROBLEM,2018,Monografias em Ciência da Computação,True,CARP núcleo,Large-scale,Híbrido / Matheurística,Iterated local search,True,Heurística de ascenso dual para cortes de capacidad (cotas inferiores) e iterated local search para cotas superiores en CARP a gran escala.
10.1016/j.ifacol.2018.07.063,Optimal scheduling of track maintenance activities for railway networks,2018,IFAC-PapersOnLine,True,Variante de CARP,Otra variante,Exacto,,False,"Modela el mantenimiento programado de vías férreas como CARP con costo fijo (CARPF), transformado en ruteo por nodos."
,Heuristic algorithms for dynamic capacitated arc routing,2018,ORCA Online Research @Cardiff (Cardiff University),False,Variante de CARP,Dinámico / Time-dependent,Metaheurística,,False,"Algoritmos heurísticos para el CARP dinámico (recolección de basura, quitanieves) con reoptimización en tiempo real (tesis)."
,Adaptive operator search for the capacitated arc routine problem,2018,University of Birmingham Institutional Research Archive (University of Birmingham),True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Algoritmo evolutivo con búsqueda adaptativa de operadores para CARP (tesis).
10.59254/sbpo-2018-85450,Uma formulação baseada em fluxos para o problema de roteamento em arcos capacitado e aberto,2018,Anais do Simpósio Brasileiro de Pesquisa Operacional,True,Variante de CARP,Abierto (OCARP),Exacto,,False,"Formulación relajada basada en flujos de red para el OCARP, mejorando cotas inferiores y probando optimalidad."
10.1145/3205651.3205677,Local intensity in memetic algorithm,2018,Proceedings of the Genetic and Evolutionary Computation Conference Companion,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Algoritmo memético (LIMA) con ajuste adaptativo de la intensidad de búsqueda local para CARP.
,An Evolutionary Algorithm for Waste Collection in Complex City Environments,2018,Duo Research Archive (University of Oslo),True,Variante de CARP,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Algoritmo evolutivo para CARP a gran escala de recolección de residuos en entornos urbanos reales (Oslo).
10.1002/net.21858,Drone arc routing problems,2018,Networks,True,Variante de CARP,Otra variante,No especificado,,False,Presenta problemas de arc routing con drones (continuos) y su relación con problemas de cartero; discretización para resolverlos.
10.1109/icoa.2018.8370551,A new mathematical model for a multi-product location-arc routing problem,2018,2018 4th International Conference on Optimization and Applications (ICOA),False,Variante de CARP,Otra variante,Exacto,,False,Modelos matemáticos y de cotas inferiores para el location-arc routing multi-producto.
,Formulation and heuristics for close-enough arc routing problems,2018,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),True,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,Modelo matemático y heurísticas para los close-enough arc routing problems (lectura remota de medidores).
10.5821/dissertation-2117-113992,New models and algorithms for several families of Arc Routing Problems,2018,,True,Variante de CARP,Otra variante,Exacto,,False,Nuevos modelos y algoritmos para familias de arc routing: multi-depot rural postman y location-arc routing (tesis).
10.9746/sicetr.54.836,A Practical Heuristic Approach to Node Edge Arc Routing Problem Using One Dimensional Data Model and Simulated Annealing,2018,Transactions of the Society of Instrument and Control Engineers,False,Variante de CARP,Otra variante,Metaheurística,Recocido simulado,False,Recocido simulado con modelo de datos unidimensional para el NEARP/MCGRP (reparto de periódicos).
10.1145/3207677.3277963,Model for Snow-fighting Vehicle Route Planning Considering Deadheading Restriction,2018,Proceedings of the 2nd International Conference on Computer Science and Application Engineering,False,Variante de CARP,CARP clásico,Heurística constructiva,,False,Modelo con restricción de deadheading y algoritmo serial de dos etapas (clustering luego ruteo) para quitanieves.
,DETERMINING OPTIMAL ROUTING SOLUTION OF A PATROL CAR,2018,KTO Karatay University Institutional Archive,True,Arc routing relacionado,No es CARP (RPP/CPP/otro),Exacto,,False,Modelo de Chinese Postman para determinar la mejor ruta de un auto patrulla.
10.59254/sbpo-2018-85423,Problema de Roteamento em Arcos Dominante,2018,Anais do Simpósio Brasileiro de Pesquisa Operacional,True,Variante de CARP,Otra variante,Metaheurística,Algoritmo genético,False,Metodologías de algoritmo genético para el Dominating Arc Routing Problem (DARP).
,Route modelling for gritting vehicles: A GIS-based approach for the Municipality of Rotterdam,2018,Utrecht University Repository (Utrecht University),True,Variante de CARP,CARP clásico,Heurística constructiva,,False,Flujo de trabajo GIS (ArcGIS) con modelado de restricciones de giro en nodos para rutas de esparcido de sal (Rotterdam).
10.1145/3071178.3071185,Automated heuristic design using genetic programming hyper-heuristic for uncertain capacitated arc routing problem,2017,Proceedings of the Genetic and Evolutionary Computation Conference,True,Variante de CARP,Estocástico / Incierto,Metaheurística,Programación genética (hiper-heurística),False,Hiper-heurística de programación genética para diseño automático de heurísticas en UCARP.
10.1002/net.21742,A parameterized approximation algorithm for the mixed and windy capacitated arc routing problem: Theory and experiments,2017,Networks,True,Variante de CARP,Windy (WARP),Exacto,,False,Algoritmo de aproximación parametrizado (con garantías) y mejoras heurísticas para el mixed and windy CARP.
10.1109/itsc.2017.8317903,Memetic algorithm with adaptive local search for Capacitated Arc Routing Problem,2017,,False,CARP núcleo,CARP clásico,Metaheurística,MAENS (memético),True,Algoritmo memético MAENS-Pls con probabilidad adaptativa de búsqueda local para CARP.
10.1504/ijmheur.2017.083096,Discrete cuckoo search applied to capacitated arc routing problem,2017,International Journal of Metaheuristics,True,CARP núcleo,CARP clásico,Metaheurística,Cuckoo search,False,Búsqueda cuco discreta (DCSARP) para el CARP.
10.17632/9x4vd92rcj.3,Library of benchmark test sets for variants of the Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,2017,Figshare,True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Survey / Teórico / Modelado,,False,Biblioteca de conjuntos de prueba (benchmark) para variantes del CARP con instalaciones intermedias bajo restricciones de tiempo.
10.1002/net.21762,An updated annotated bibliography on arc routing problems,2017,Networks,True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Bibliografía anotada actualizada sobre problemas de arc routing (2010 en adelante).
10.1287/opre.2017.1595,"Node, Edge, Arc Routing and Turn Penalties: Multiple Problems—One Neighborhood Extension",2017,Operations Research,False,Variante de CARP,Otra variante,Metaheurística,,True,Descomposición estructural de vecindario (con programación dinámica bidireccional) integrada en dos metaheurísticas para variantes de arc routing con penalizaciones de giro.
,Contribution of sparse graphs in the deterministic and robust capacitated arc routing problem : theory and algorithms,2017,theses.fr (ABES),True,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,,True,Transformación del sparse CARP a CVRP y formulación robusta min-max con dos enfoques aproximados (tesis).
10.1080/03155986.2017.1303960,New large-scale data instances for CARP and new variations of CARP,2017,INFOR Information Systems and Operational Research,True,Variante de CARP,Large-scale,Survey / Teórico / Modelado,,False,"Nuevas instancias a gran escala y variantes del CARP (multi-compartimento, semi-periódico) basadas en recolección de residuos."
10.1145/3054977.3057324,Optimizing Tours for Mobile Chargers with Roadside Segment Coverage,2017,,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético con esquema de decodificación para programar cargadores móviles (cobertura de segmentos) modelado como CARP.
,Contribution aux graphes creux pour le problème de tournées sur arcs déterministe et robustes : théorie et algorithmes,2017,HAL (Le Centre pour la Communication Scientifique Directe),True,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,,True,"Transformación del sparse CARP a CVRP y formulación robusta min-max con dos enfoques aproximados (tesis, francés)."
,Poster Abstract: Optimizing Tours for Mobile Chargers with Roadside Segment Coverage,2017,The Internet of Things,False,Variante de CARP,CARP clásico,Metaheurística,Algoritmo genético,False,Algoritmo genético con esquema de decodificación para cargadores móviles (cobertura de segmentos) modelado como CARP (póster).
,Uma proposta taxonômica para o Problema de Roteamento Periódico e Capacitado em Arcos,2017,,False,Variante de CARP,Periódico (PCARP),Survey / Teórico / Modelado,,False,"Propuesta taxonómica para clasificar 19 estudios del PCARP según características físicas, enfoque y método."
10.6084/m9.figshare.4899269,New large-scale data instances for CARP and new variations of CARP,2017,INDIGO (University of Illinois at Chicago),True,Variante de CARP,Large-scale,Survey / Teórico / Modelado,,False,"Nuevas instancias a gran escala y variantes del CARP (multi-compartimento, semi-periódico) basadas en recolección de residuos."
,Labour fatigue constraints in Capacitated Arc Routing,2017,UpSpace Institutional Repository (University of Pretoria),False,Variante de CARP,Otra variante,No especificado,,False,Modelos que incorporan la fatiga física laboral de los operarios en el CARP de recolección de residuos.
10.1002/net.21763,Dissimilar arc routing problems,2017,Networks,True,Variante de CARP,Otra variante,No especificado,,False,Problema de rutas disímiles (tours distintos cada día por seguridad) para recolección de cajas de parquímetros como arc routing.
10.1002/net.21729,The stochastic close-enough arc routing problem,2017,Networks,False,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,,True,"Formulación matemática, método exacto y varias heurísticas para el stochastic close-enough arc routing (lectura remota de medidores)."
,Arc Routing Problems with Time Duration Constraints and Uncertainty,2017,PolyPublie (École Polytechnique de Montréal),True,Variante de CARP,Estocástico / Incierto,No especificado,,False,Tesis sobre arc routing con restricciones de duración e incertidumbre (sin abstract disponible).
10.13016/m2r49g93j,"Solving, Generating, and Modeling Arc Routing Problems",2017,University Libraries (University of Maryland),True,Variante de CARP,Windy (WARP),Exacto,,False,Biblioteca de código abierto con solvers y modelado del windy rural postman con ventanas zigzag y el min-max K windy RPP (tesis).
10.1007/s40534-017-0126-x,A multi-user decision support system for online city bus tour planning,2017,Journal of Modern Transportation,True,Arc routing relacionado,Otra variante,No especificado,,False,Sistema de soporte a decisiones móvil para planear tours de autobús urbano formulados como arc routing secuencial asimétrico.
10.1145/3155133.3155139,Heuristics for vehicle routing problems,2017,,False,No relevante,No es CARP (RPP/CPP/otro),Survey / Teórico / Modelado,,False,"Revisión de heurísticas y metaheurísticas para problemas de ruteo de vehículos (VRP, ruteo por nodos)."
10.1109/tcyb.2016.2590558,A Scalable Approach to Capacitated Arc Routing Problems Based on Hierarchical Decomposition,2016,IEEE Transactions on Cybernetics,True,CARP núcleo,Large-scale,Metaheurística,SAHiD (descomposición jerárquica),False,Descomposición jerárquica recursiva (SAHiD) que divide las tareas en subgrupos para CARP a gran escala.
,Solving a robust capacitated arc routing problem using a hybrid simulated annealing algorithm: A waste collection application,2016,Industrial Engineering and Management,False,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Recocido simulado,True,Modelo robusto y recocido simulado híbrido para el CARP de recolección de residuos bajo incertidumbre de demanda.
10.1016/j.dib.2016.06.067,Benchmark dataset for undirected and Mixed Capacitated Arc Routing Problems under Time restrictions with Intermediate Facilities,2016,Data in Brief,True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Survey / Teórico / Modelado,,False,Conjunto de datos benchmark para el MCARP con restricciones de tiempo e instalaciones intermedias (MCARPTIF).
10.13140/rg.2.1.4018.5847/1,Heuristics for large-scale Capacitated Arc Routing Problems on mixed networks,2016,UpSpace Institutional Repository (University of Pretoria),True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Heurística constructiva,,False,Heurísticas para el MCARP a gran escala en redes mixtas bajo restricciones de tiempo e instalaciones intermedias (MCARPTIF).
10.1109/icmic.2016.7804214,CRO-CARP: A chemical reaction optimization for Capacitated Arc Routing Problem,2016,,False,CARP núcleo,CARP clásico,Metaheurística,Chemical Reaction Optimization (CRO),False,"Optimización por reacción química (CRO-CARP), superando a GA, ACO, tabú y GRASP en el CARP."
10.1137/1.9781611973679,"Arc Routing: Problems, Methods, and Applications",2016,,True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,"Libro de referencia sobre problemas, métodos y aplicaciones de arc routing."
10.1057/jos.2016.11,A simheuristic algorithm for solving the arc routing problem with stochastic demands,2016,Journal of Simulation,False,Variante de CARP,Estocástico / Incierto,Híbrido / Matheurística,Simheurística; Savings (RandSHARP),True,Simheurística (RandSHARP con randomización sesgada de savings + simulación Monte Carlo) para el ARP con demandas estocásticas.
10.1007/s00500-016-2126-x,Dynamic selection of evolutionary operators based on online learning and fitness landscape analysis,2016,Soft Computing,True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Selección adaptativa de operadores de cruce mediante análisis de paisaje de aptitud y aprendizaje en línea para CARP.
,Investigating Edge-Reordering Procedures in a Tabu Search Algorithm for the Capacitated Arc Routing Problem.,2016,,False,CARP núcleo,CARP clásico,Metaheurística,Búsqueda tabú,False,Procedimientos de reordenamiento de aristas para guiar una búsqueda tabú hacia buenas regiones en CARP.
10.1109/cec.2016.7743991,A preliminary study on distance selection in probabilistic memetic framework for capacitated arc routing problem,2016,,False,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,True,Marco memético probabilístico (PMF) con selección de distancia para balancear búsqueda global y local en CARP.
10.17632/9x4vd92rcj.1,Benchmark sets for variants of the Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,2016,Figshare,True,Variante de CARP,Con instalaciones intermedias (CLARPIF),Survey / Teórico / Modelado,,False,Conjuntos benchmark para variantes del CARP con restricciones de tiempo e instalaciones intermedias (MCARPTIF).
10.1002/net.21690,A branch‐and‐cut‐and‐price algorithm for the mixed capacitated general routing problem,2016,Networks,False,Variante de CARP,Otra variante,Exacto,,False,Algoritmo branch-and-cut-and-price para soluciones óptimas del mixed capacitated general routing (NEARP).
10.1287/trsc.2015.0660,An Adaptive Iterated Local Search for the Mixed Capacitated General Routing Problem,2016,Transportation Science,True,Variante de CARP,Otra variante,Metaheurística,Iterated local search,False,Iterated local search adaptativa para el mixed capacitated general routing (MCGRP).
10.1016/j.trpro.2016.05.285,Salting Route Optimization in Hungary,2016,Transportation research procedia,True,Variante de CARP,CARP clásico,No especificado,,False,Metodología de optimización para el esparcido de sal en mantenimiento invernal (Hungría).
10.17230/ingciencia.12.23.2,Algoritmo memético con operadores de inteligencia artificial para el CARP coninicio y fin no determinado y bi-objetivo,2016,Ingeniería y Ciencia,True,Variante de CARP,Abierto (OCARP),Metaheurística,Algoritmo memético; Algoritmo genético,False,Heurística basada en algoritmos genéticos con operadores de inteligencia artificial para el OCARP bi-objetivo.
10.47749/t/unicamp.2016.972829,Estudos computacionais para o problema de roteamento em arcos capacitado e aberto,2016,,True,Variante de CARP,Abierto (OCARP),Metaheurística,Algoritmo genético,False,"Metaheurística de algoritmos genéticos y formulación relajada de PLI para el OCARP (tesis, portugués)."
,Route optimization of collection trucks of municipal solid waste,2016,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),True,No relevante,No es CARP (RPP/CPP/otro),Híbrido / Matheurística,,True,Modelo MILP (VRP por nodos) y enfoque secuencial de tres pasos para optimizar rutas de recolección de residuos.
10.1111/itor.12346,The rescheduling arc routing problem,2016,International Transactions in Operational Research,False,Variante de CARP,Dinámico / Time-dependent,Exacto,,False,Formulaciones MIP y estrategia de solución rápida para el rescheduling arc routing ante fallas de vehículos.
10.1109/hicss.2016.178,Strategic decision support for the bi-objective location-arc routing problem,2016,,False,Variante de CARP,Multi-objetivo,No especificado,,False,Herramienta de soporte a decisiones para el location-arc routing bi-objetivo (costo y tiempos de entrega).
,"A Tabu Search, Augment-Merge Heuristic to Solve the Stochastic Location Arc Routing Problem",2016,Journal of the Arkansas Academy of Science,True,Variante de CARP,Estocástico / Incierto,Metaheurística,Búsqueda tabú; Augment-merge,False,Búsqueda tabú con heurística augment-merge para el stochastic location arc routing (LARP).
10.1504/ijmcp.2016.078309,Dynamic arc routing problem in road maintenance service with uncertain travel and service times,2016,International Journal of Management Concepts and Philosophy,False,Variante de CARP,Dinámico / Time-dependent,Metaheurística,Multiple scenario approach (MSA),False,Algoritmo basado en el enfoque de múltiples escenarios (MSA) con mecanismo event-driven para arc routing dinámico de mantenimiento vial.
10.1016/j.ijtst.2016.11.002,Dynamic UAV-based traffic monitoring under uncertainty as a stochastic arc-inventory routing policy,2016,International Journal of Transportation Science and Technology,True,Variante de CARP,Estocástico / Incierto,Aprendizaje / ML,,False,Programación dinámica aproximada (simulación Least Squares Monte Carlo) para una política estocástica de arc-inventory routing con drones.
10.1080/00207543.2016.1233363,Designing service sectors for daily maintenance operations in a road network,2016,International Journal of Production Research,False,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,Branch-and-cut y heurística de tres etapas con diseño de sectores para el location-arc routing de mantenimiento vial.
10.1145/3011077.3011080,Quantitative approaches for road maintenance,2016,,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Enfoques cuantitativos (modelos y sistemas de soporte) para mantenimiento vial planteados como problemas de arc routing.
,Vehicle routing problems with temporal and spatialdependencies among routes,2016,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),True,No relevante,No es CARP (RPP/CPP/otro),No especificado,,False,"Dos nuevos problemas de ruteo con dependencias temporales/espaciales entre rutas (variación del mTSP, ruteo por nodos)."
,Problemas de roteamento de veículos com dependência temporal e espacial entre rotas de equipes de campo,2016,Americanae (AECID Library),True,No relevante,No es CARP (RPP/CPP/otro),No especificado,,False,Dos nuevos problemas de ruteo con dependencias temporales/espaciales entre rutas de equipos de campo (ruteo por nodos).
10.12681/eadd/39449,Ευφυής συλλογή και μεταφορά απορριμμάτων με χρήση εξελικτικών τεχνικών,2016,,True,Variante de CARP,CARP clásico,Metaheurística,Algoritmo evolutivo,False,Modelo de ruteo con técnicas evolutivas para recolección de residuos modelada como arc routing (tesis doctoral).
10.1109/tevc.2015.2428616,Estimation of the Distribution Algorithm With a Stochastic Local Search for Uncertain Capacitated Arc Routing Problems,2015,IEEE Transactions on Evolutionary Computation,False,Variante de CARP,Estocástico / Incierto,Metaheurística,EDA,True,Algoritmo de estimación de distribución (EDA) con búsqueda local estocástica de dos fases para el UCARP robusto (min-max).
10.1109/tcyb.2015.2419276,Improved Memetic Algorithm Based on Route Distance Grouping for Multiobjective Large Scale Capacitated Arc Routing Problems,2015,IEEE Transactions on Cybernetics,False,Variante de CARP,Large-scale,Metaheurística,MAENS (memético); Coevolución cooperativa,True,Algoritmo memético mejorado con agrupamiento por distancia de rutas (RDG-MAENS) para CARP multi-objetivo a gran escala.
10.1137/1.9781611973679.ch7,Chapter 7: The Capacitated Arc Routing Problem: Heuristics,2015,Society for Industrial and Applied Mathematics eBooks,False,CARP núcleo,CARP clásico,Survey / Teórico / Modelado,,False,Capítulo de libro sobre heurísticas para el CARP.
10.1137/1.9781611973679.ch10,Chapter 10: Variants of the Capacitated Arc Routing Problem,2015,Society for Industrial and Applied Mathematics eBooks,False,Variante de CARP,Otra variante,Survey / Teórico / Modelado,,False,Capítulo de libro sobre variantes del CARP.
10.1137/1.9781611973679.ch9,Chapter 9: The Capacitated Arc Routing Problem: Exact Algorithms,2015,Society for Industrial and Applied Mathematics eBooks,False,CARP núcleo,CARP clásico,Survey / Teórico / Modelado,,False,Capítulo de libro sobre algoritmos exactos para el CARP.
,The Capacitated Arc Routing Problem: Heuristics,2015,HAL (Le Centre pour la Communication Scientifique Directe),False,CARP núcleo,CARP clásico,Survey / Teórico / Modelado,,False,Capítulo de libro sobre heurísticas para el CARP.
,The Periodic Capacitated Arc Routing Problem with Mobile Disposal Sites Specified for Waste Collection,2015,DOAJ (DOAJ: Directory of Open Access Journals),True,Variante de CARP,Periódico (PCARP),No especificado,,False,Modela el PCARP con sitios de disposición móviles para determinar rutas y ubicaciones semanales óptimas de recolección.
10.1063/1.4915634,Capacitated arc routing problem and its extensions in waste collection,2015,AIP conference proceedings,False,Variante de CARP,Otra variante,Survey / Teórico / Modelado,,False,Revisión de varias extensiones del CARP que representan la operación real de vehículos en recolección de residuos.
10.1063/1.4915635,General heuristics algorithms for solving capacitated arc routing problem,2015,AIP conference proceedings,False,CARP núcleo,CARP clásico,Heurística constructiva,,False,Combinación de varias heurísticas para hallar soluciones iniciales/cercanas al óptimo en el CARP de recolección de residuos.
10.1137/1.9781611973679.ch8,Chapter 8: The Capacitated Arc Routing Problem: Combinatorial Lower Bounds,2015,Society for Industrial and Applied Mathematics eBooks,False,CARP núcleo,CARP clásico,Survey / Teórico / Modelado,,False,Capítulo de libro sobre cotas inferiores combinatorias (heurísticas duales) para el CARP.
10.4230/oasics.atmos.2015.130,"Approximation Algorithms for Mixed, Windy, and Capacitated Arc Routing Problems",2015,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),True,Variante de CARP,Windy (WARP),Exacto,,False,"Algoritmos de aproximación con factor constante para arc routing mixto, windy y capacitado (vía TSP asimétrico)."
,"Approximation algorithms for mixed, windy, and capacitated arc routing problems",2015,arXiv (Cornell University),True,Variante de CARP,Windy (WARP),Exacto,,False,"Algoritmos de aproximación para el rural postman dirigido, mixto-windy y el mixed-windy CARP (MWCARP)."
10.1109/tevc.2014.2362558,Memetic Search With Interdomain Learning: A Realization Between CVRP and CARP,2015,IEEE Transactions on Evolutionary Computation,True,CARP núcleo,CARP clásico,Metaheurística,Algoritmo memético,False,Computación memética que aprende y transfiere 'memes' de conocimiento entre los dominios CVRP y CARP.
,Review of Literature about Capacitated Arc Routing Problem,2015,Logistics Sci-tech,False,Arc routing relacionado,CARP clásico,Survey / Teórico / Modelado,,False,"Revisión de literatura (clasificación, soluciones y aplicaciones) del CARP."
10.1007/978-3-319-25159-2_67,A Partitioning Algorithm for Solving Capacitated Arc Routing Problem in Ways of Ranking First Cutting Second,2015,Lecture notes in computer science,True,CARP núcleo,CARP clásico,Heurística constructiva,,False,Algoritmo de partición Multi-Label (ranking-first cutting-second) sobre un tour TSP completo para CARP.
,Arc Routing Problems for Road Network Maintenance,2015,,False,Variante de CARP,Dinámico / Time-dependent,No especificado,,False,Modela la vigilancia vial como rural postman con ventanas de tiempo y la reprogramación de deneigement como CARP dinámico (tesis).
10.1137/1.9781611973679.ch2,Chapter 2: The Complexity of Arc Routing Problems,2015,Society for Industrial and Applied Mathematics eBooks,False,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Capítulo de libro sobre la complejidad computacional del Chinese/Rural Postman y del CARP.
10.1137/1.9781611973679.ch12,Chapter 12: Arc Routing Problems with Profits,2015,Society for Industrial and Applied Mathematics eBooks,False,Variante de CARP,Prize-collecting / Profitable,Survey / Teórico / Modelado,,False,Capítulo de libro sobre problemas de arc routing con ganancias (profits).
10.1137/1.9781611973679.ch11,Chapter 11: Arc Routing Problems with Min-Max Objectives,2015,Society for Industrial and Applied Mathematics eBooks,False,Variante de CARP,Min-max / Balanceado,Survey / Teórico / Modelado,,False,Capítulo de libro sobre problemas de arc routing con objetivos min-max (K-Chinese Postman).
,The Time-Dependent Multiple-Vehicle Prize-Collecting Arc Routing Problem,2015,Lancaster EPrints (Lancaster University),True,Variante de CARP,Prize-collecting / Profitable,Metaheurística,VNS; Búsqueda tabú,False,Búsqueda de vecindario variable y búsqueda tabú para el time-dependent multi-vehicle prize-collecting arc routing (TD-MPARP).
,Solving Arc Routing Problems Using the Lin-Kernighan-Helsgaun Algorithm,2015,,False,Arc routing relacionado,Otra variante,Metaheurística,Lin-Kernighan-Helsgaun (LKH),False,Transformación de arc routing a E-GTSP/TSP y resolución con el solver LKH para postman y general routing windy/mixto a gran escala.
10.7307/ptt.v27i4.1616,Waste Collection Vehicle Routing Problem: Literature Review,2015,PROMET - Traffic&Transportation,True,Arc routing relacionado,Otra variante,Survey / Teórico / Modelado,,False,Revisión de literatura del waste collection VRP (modelos por nodos y por arcos).
10.1287/trsc.2015.0588,A New Branch-and-Cut Algorithm for the Generalized Directed Rural Postman Problem,2015,Transportation Science,True,Variante de CARP,Otra variante,Exacto,,False,Nuevas formulaciones y algoritmo branch-and-cut para el generalized directed rural postman (close-enough arc routing).
,A Time Buffered Arc Routing Problem,2015,MOspace Institutional Repository (University of Missouri),True,Variante de CARP,Otra variante,No especificado,,False,"Nuevo problema de arc routing con buffer temporal (tour ponderado máximo sin repetir aristas dentro de un buffer), formulado como MINLP."
,A Hybrid Ant Colony Optimization Algorithm using MapReduce for Arc Routing Problem,2015,,False,Variante de CARP,CARP clásico,Híbrido / Matheurística,ACO,True,Colonia de hormigas híbrida (con dos búsquedas locales y MapReduce) para arc routing.
10.1002/net.21605,A railroad maintenance problem solved with a cut and column generation matheuristic,2015,Networks,False,Variante de CARP,Otra variante,Híbrido / Matheurística,,True,Matheurística basada en descomposiciones de Benders y Dantzig-Wolfe (cut and column generation) para la programación de inspección ferroviaria.
